Codigo IATA,Descripcion del codigo,Estado ,Aniomes,Tipo Combustible,Litros de combustible suministrado,Servicios realizados
MAM,Matamoros,Tamaulipas,202011,Turbosina,78786,76
MEX,Mexico,Ciudad de Mexico,202011,Turbosina,95429464,10860
MID,Merida,Yucatan,202011,Turbosina,3800066,801
MLM,Morelia,Michoacan,202011,Turbosina,2613079,367
MTT,Minatitlan,Veracruz,202011,Turbosina,228386,129
MTY,Monterrey,Nuevo Leon,202011,Turbosina,10700774,2634
MXL,Mexicali,Baja California,202011,Turbosina,1885927,339
MZT,Mazatlan,Sinaloa,202011,Turbosina,1721829,587
NLD,Nuevo Laredo,Tamaulipas,202011,Turbosina,74863,51
NOG,Nogales,Sonora,202011,Turbosina,10271,7
OAX,Oaxaca,Oaxaca,202011,Turbosina,1282514,372
PAZ,Poza Rica,Veracruz,202011,Turbosina,18997,25
PBC,Puebla,Puebla,202011,Turbosina,1458716,267
PCA,Pachuca,Hidalgo,202011,Turbosina,11178,15
PPE,Puerto Penasco,Sonora,202011,Turbosina,23340,21
PQM,Palenque,Chiapas,202011,Turbosina,4274,6
PVR,Puerto Vallarta,Jalisco,202011,Turbosina,4573565,1159
PXM,Puerto Escondido,Oaxaca,202011,Turbosina,223621,159
QRO,Queretaro,Queretaro,202011,Turbosina,5274644,1152
REX,Reynosa,Tamaulipas,202011,Turbosina,411779,178
SJD,San Jose Del Cabo,Baja California Sur,202011,Turbosina,6846535,1944
SLP,San Luis Potosi,San Luis Potosi,202011,Turbosina,1190018,465
TAM,Tampico,Tamaulipas,202011,Turbosina,567549,360
TAP,Tapachula,Chiapas,202011,Turbosina,841617,205
TCN,Tehuacan,Puebla,202011,Turbosina,10877,11
TGZ,Tuxtla Gutierrez,Chiapas,202011,Turbosina,1542856,362
TIJ,Tijuana,Baja California,202011,Turbosina,18807384,2713
TLC,Toluca,Estado De Mexico,202011,Turbosina,4970428,1561
TSL,Tamuin,San Luis Potosi,202011,Turbosina,12287,17
TPQ,Tepic,Nayarit,202011,Turbosina,385946,96
TRC,Torreon,Coahuila,202011,Turbosina,541641,297
UPN,Uruapan,Michoacan,202011,Turbosina,466461,66
VER,Veracruz,Veracruz,202011,Turbosina,982560,482
VSA,Villahermosa,Tabasco,202011,Turbosina,1976332,639
ZCL,Zacatecas,Zacatecas,202011,Turbosina,732251,221
ZIH,Zihuatanejo,Guerrero,202011,Turbosina,376878,189
ZLO,Manzanillo,Colima,202011,Turbosina,123252,79
IZT,Ixtepec,Oaxaca,202011,Turbosina,26242,25
ACA,Acapulco,Guerrero,202011,Gasavion,33091,445
AGU,Aguascalientes,Aguascalientes,202011,Gasavion,6612,36
BJX,El Bajio,Guanajuato,202011,Gasavion,17365,71
CEN,Ciudad Obregon,Sonora,202011,Gasavion,66210,155
CJS,Ciudad Juarez,Chihuahua,202011,Gasavion,9808,50
CME,Ciudad Del Carmen,Campeche,202011,Gasavion,118,1
CLQ,Colima,Colima,202011,Gasavion,97482,94
CPE,Campeche,Campeche,202011,Gasavion,12936,111
CTM,Chetumal,Quintana Roo,202011,Gasavion,873,6
CUL,Culiacan,Sinaloa,202011,Gasavion,178370,509
CUN,Cancun,Quintana Roo,202011,Gasavion,20042,155
CUU,Chihuahua,Chihuahua,202011,Gasavion,107296,295
CVJ,Cuernavaca,Morelos,202011,Gasavion,42462,539
CVM,Ciudad Victoria,Tamaulipas,202011,Gasavion,17542,42
CZM,Cozumel,Quintana Roo,202011,Gasavion,13252,83
DGO,Durango,Durango,202011,Gasavion,45133,254
GDL,Guadalajara,Jalisco,202011,Gasavion,128311,805
GYM,Guaymas,Sonora,202011,Gasavion,9319,50
HMO,Hermosillo,Sonora,202011,Gasavion,100400,434
HUX,Huatulco,Oaxaca,202011,Gasavion,4501,26
LAP,La Paz,Baja California Sur,202011,Gasavion,25245,56
LMM,Los Mochis,Sinaloa,202011,Gasavion,103883,186
LTO,Loreto,Baja California Sur,202011,Gasavion,13776,66
LZC,Lazaro Cardenas,Michoacan,202011,Gasavion,771,7
MAM,Matamoros,Tamaulipas,202011,Gasavion,91151,15
MEX,Mexico,Ciudad de Mexico,202011,Gasavion,0,0
MID,Merida,Yucatan,202011,Gasavion,25451,68
MLM,Morelia,Michoacan,202011,Gasavion,5641,42
MTT,Minatitlan,Veracruz,202011,Gasavion,1886,13
MTY,Monterrey,Nuevo Leon,202011,Gasavion,0,0
MXL,Mexicali,Baja California,202011,Gasavion,52121,81
MZT,Mazatlan,Sinaloa,202011,Gasavion,20273,82
NLD,Nuevo Laredo,Tamaulipas,202011,Gasavion,1871,8
NOG,Nogales,Sonora,202011,Gasavion,7177,37
OAX,Oaxaca,Oaxaca,202011,Gasavion,8346,57
PAZ,Poza Rica,Veracruz,202011,Gasavion,904,5
PBC,Puebla,Puebla,202011,Gasavion,17288,136
PCA,Pachuca,Hidalgo,202011,Gasavion,7124,40
PPE,Puerto Penasco,Sonora,202011,Gasavion,8781,38
PQM,Palenque,Chiapas,202011,Gasavion,0,0
PVR,Puerto Vallarta,Jalisco,202011,Gasavion,27140,115
PXM,Puerto Escondido,Oaxaca,202011,Gasavion,5693,45
QRO,Queretaro,Queretaro,202011,Gasavion,72738,675
REX,Reynosa,Tamaulipas,202011,Gasavion,9977,53
SJD,San Jose Del Cabo,Baja California Sur,202011,Gasavion,14355,54
SLP,San Luis Potosi,San Luis Potosi,202011,Gasavion,9464,48
TAM,Tampico,Tamaulipas,202011,Gasavion,31711,109
TAP,Tapachula,Chiapas,202011,Gasavion,139878,170
TCN,Tehuacan,Puebla,202011,Gasavion,3012,28
TGZ,Tuxtla Gutierrez,Chiapas,202011,Gasavion,10534,69
TIJ,Tijuana,Baja California,202011,Gasavion,30784,152
TLC,Toluca,Estado De Mexico,202011,Gasavion,40365,165
TSL,Tamuin,San Luis Potosi,202011,Gasavion,2053,35
TPQ,Tepic,Nayarit,202011,Gasavion,19804,106
TRC,Torreon,Coahuila,202011,Gasavion,8006,47
UPN,Uruapan,Michoacan,202011,Gasavion,31326,78
VER,Veracruz,Veracruz,202011,Gasavion,21907,59
VSA,Villahermosa,Tabasco,202011,Gasavion,79599,152
ZCL,Zacatecas,Zacatecas,202011,Gasavion,1781,9
ZIH,Zihuatanejo,Guerrero,202011,Gasavion,16983,80
ZLO,Manzanillo,Colima,202011,Gasavion,8760,38
IZT,Ixtepec,Oaxaca,202011,Gasavion,0,0
ACA,Acapulco,Guerrero,202012,Turbosina,1130105,486
AGU,Aguascalientes,Aguascalientes,202012,Turbosina,1631615,465
BJX,El Bajio,Guanajuato,202012,Turbosina,4029518,923
CEN,Ciudad Obregon,Sonora,202012,Turbosina,681702,245
CJS,Ciudad Juarez,Chihuahua,202012,Turbosina,2064290,556
CME,Ciudad Del Carmen,Campeche,202012,Turbosina,1425895,506
CLQ,Colima,Colima,202012,Turbosina,403197,97
CPE,Campeche,Campeche,202012,Turbosina,441134,110
CTM,Chetumal,Quintana Roo,202012,Turbosina,404972,115
CUL,Culiacan,Sinaloa,202012,Turbosina,3066509,778
CUN,Cancun,Quintana Roo,202012,Turbosina,48481939,6258
CUU,Chihuahua,Chihuahua,202012,Turbosina,2502784,698
CVJ,Cuernavaca,Morelos,202012,Turbosina,118022,72
CVM,Ciudad Victoria,Tamaulipas,202012,Turbosina,110246,110
CZM,Cozumel,Quintana Roo,202012,Turbosina,698351,235
DGO,Durango,Durango,202012,Turbosina,813218,267
GDL,Guadalajara,Jalisco,202012,Turbosina,29513145,4445
GYM,Guaymas,Sonora,202012,Turbosina,72522,54
HMO,Hermosillo,Sonora,202012,Turbosina,2404024,900
HUX,Huatulco,Oaxaca,202012,Turbosina,655981,164
LAP,La Paz,Baja California Sur,202012,Turbosina,2956941,541
LMM,Los Mochis,Sinaloa,202012,Turbosina,661372,240
LTO,Loreto,Baja California Sur,202012,Turbosina,134872,84
LZC,Lazaro Cardenas,Michoacan,202012,Turbosina,18253,22
MAM,Matamoros,Tamaulipas,202012,Turbosina,128931,72
MEX,Mexico,Ciudad de Mexico,202012,Turbosina,98765794,11861
MID,Merida,Yucatan,202012,Turbosina,4740545,976
MLM,Morelia,Michoacan,202012,Turbosina,2919302,419
MTT,Minatitlan,Veracruz,202012,Turbosina,216463,94
MTY,Monterrey,Nuevo Leon,202012,Turbosina,11368405,2784
MXL,Mexicali,Baja California,202012,Turbosina,2254383,360
MZT,Mazatlan,Sinaloa,202012,Turbosina,1949748,574
NLD,Nuevo Laredo,Tamaulipas,202012,Turbosina,95928,62
NOG,Nogales,Sonora,202012,Turbosina,6082,9
OAX,Oaxaca,Oaxaca,202012,Turbosina,1471239,405
PAZ,Poza Rica,Veracruz,202012,Turbosina,15314,29
PBC,Puebla,Puebla,202012,Turbosina,1382490,283
PCA,Pachuca,Hidalgo,202012,Turbosina,27504,41
PPE,Puerto Penasco,Sonora,202012,Turbosina,23088,18
PQM,Palenque,Chiapas,202012,Turbosina,9356,11
PVR,Puerto Vallarta,Jalisco,202012,Turbosina,5850278,1428
PXM,Puerto Escondido,Oaxaca,202012,Turbosina,276648,214
QRO,Queretaro,Queretaro,202012,Turbosina,5935383,1235
REX,Reynosa,Tamaulipas,202012,Turbosina,544076,179
SJD,San Jose Del Cabo,Baja California Sur,202012,Turbosina,8646590,2134
SLP,San Luis Potosi,San Luis Potosi,202012,Turbosina,1463064,519
TAM,Tampico,Tamaulipas,202012,Turbosina,591616,325
TAP,Tapachula,Chiapas,202012,Turbosina,1152398,235
TCN,Tehuacan,Puebla,202012,Turbosina,15178,18
TGZ,Tuxtla Gutierrez,Chiapas,202012,Turbosina,1948068,414
TIJ,Tijuana,Baja California,202012,Turbosina,20478917,2960
TLC,Toluca,Estado De Mexico,202012,Turbosina,5557023,1664
TSL,Tamuin,San Luis Potosi,202012,Turbosina,10667,13
TPQ,Tepic,Nayarit,202012,Turbosina,439745,108
TRC,Torreon,Coahuila,202012,Turbosina,755011,350
UPN,Uruapan,Michoacan,202012,Turbosina,569369,78
VER,Veracruz,Veracruz,202012,Turbosina,1115732,545
VSA,Villahermosa,Tabasco,202012,Turbosina,1973856,621
ZCL,Zacatecas,Zacatecas,202012,Turbosina,893418,215
ZIH,Zihuatanejo,Guerrero,202012,Turbosina,705373,304
ZLO,Manzanillo,Colima,202012,Turbosina,296089,121
IZT,Ixtepec,Oaxaca,202012,Turbosina,22124,21
ACA,Acapulco,Guerrero,202012,Gasavion,26640,363
AGU,Aguascalientes,Aguascalientes,202012,Gasavion,7492,40
BJX,El Bajio,Guanajuato,202012,Gasavion,12566,45
CEN,Ciudad Obregon,Sonora,202012,Gasavion,76142,158
CJS,Ciudad Juarez,Chihuahua,202012,Gasavion,11906,62
CME,Ciudad Del Carmen,Campeche,202012,Gasavion,873,4
CLQ,Colima,Colima,202012,Gasavion,94283,76
CPE,Campeche,Campeche,202012,Gasavion,8816,99
CTM,Chetumal,Quintana Roo,202012,Gasavion,2876,17
CUL,Culiacan,Sinaloa,202012,Gasavion,206337,510
CUN,Cancun,Quintana Roo,202012,Gasavion,22428,152
CUU,Chihuahua,Chihuahua,202012,Gasavion,109271,275
CVJ,Cuernavaca,Morelos,202012,Gasavion,42120,529
CVM,Ciudad Victoria,Tamaulipas,202012,Gasavion,11442,42
CZM,Cozumel,Quintana Roo,202012,Gasavion,18980,117
DGO,Durango,Durango,202012,Gasavion,42856,238
GDL,Guadalajara,Jalisco,202012,Gasavion,96458,530
GYM,Guaymas,Sonora,202012,Gasavion,10878,53
HMO,Hermosillo,Sonora,202012,Gasavion,87509,365
HUX,Huatulco,Oaxaca,202012,Gasavion,3695,20
LAP,La Paz,Baja California Sur,202012,Gasavion,18590,54
LMM,Los Mochis,Sinaloa,202012,Gasavion,210451,284
LTO,Loreto,Baja California Sur,202012,Gasavion,14362,62
LZC,Lazaro Cardenas,Michoacan,202012,Gasavion,1028,6
MAM,Matamoros,Tamaulipas,202012,Gasavion,150807,17
MEX,Mexico,Ciudad de Mexico,202012,Gasavion,0,0
MID,Merida,Yucatan,202012,Gasavion,26886,70
MLM,Morelia,Michoacan,202012,Gasavion,5592,30
MTT,Minatitlan,Veracruz,202012,Gasavion,1888,13
MTY,Monterrey,Nuevo Leon,202012,Gasavion,0,0
MXL,Mexicali,Baja California,202012,Gasavion,34650,54
MZT,Mazatlan,Sinaloa,202012,Gasavion,192465,86
NLD,Nuevo Laredo,Tamaulipas,202012,Gasavion,733,5
NOG,Nogales,Sonora,202012,Gasavion,5949,32
OAX,Oaxaca,Oaxaca,202012,Gasavion,11025,67
PAZ,Poza Rica,Veracruz,202012,Gasavion,1344,8
PBC,Puebla,Puebla,202012,Gasavion,21238,141
PCA,Pachuca,Hidalgo,202012,Gasavion,4657,36
PPE,Puerto Penasco,Sonora,202012,Gasavion,5715,27
PQM,Palenque,Chiapas,202012,Gasavion,0,0
PVR,Puerto Vallarta,Jalisco,202012,Gasavion,25217,107
PXM,Puerto Escondido,Oaxaca,202012,Gasavion,4641,39
QRO,Queretaro,Queretaro,202012,Gasavion,55735,518
REX,Reynosa,Tamaulipas,202012,Gasavion,9553,45
SJD,San Jose Del Cabo,Baja California Sur,202012,Gasavion,6014,35
SLP,San Luis Potosi,San Luis Potosi,202012,Gasavion,11845,52
TAM,Tampico,Tamaulipas,202012,Gasavion,21625,95
TAP,Tapachula,Chiapas,202012,Gasavion,136143,176
TCN,Tehuacan,Puebla,202012,Gasavion,1926,19
TGZ,Tuxtla Gutierrez,Chiapas,202012,Gasavion,7317,45
TIJ,Tijuana,Baja California,202012,Gasavion,36544,137
TLC,Toluca,Estado De Mexico,202012,Gasavion,57496,127
TSL,Tamuin,San Luis Potosi,202012,Gasavion,2244,21
TPQ,Tepic,Nayarit,202012,Gasavion,19089,86
TRC,Torreon,Coahuila,202012,Gasavion,12636,63
UPN,Uruapan,Michoacan,202012,Gasavion,35352,85
VER,Veracruz,Veracruz,202012,Gasavion,35288,62
VSA,Villahermosa,Tabasco,202012,Gasavion,82997,82
ZCL,Zacatecas,Zacatecas,202012,Gasavion,5634,26
ZIH,Zihuatanejo,Guerrero,202012,Gasavion,10933,54
ZLO,Manzanillo,Colima,202012,Gasavion,26519,30
IZT,Ixtepec,Oaxaca,202012,Gasavion,0,0
ACA,Acapulco,Guerrero,202101,Turbosina,1150919,433
AGU,Aguascalientes,Aguascalientes,202101,Turbosina,1432481,398
BJX,El Bajio,Guanajuato,202101,Turbosina,3798722,824
CEN,Ciudad Obregon,Sonora,202101,Turbosina,616464,208
CJS,Ciudad Juarez,Chihuahua,202101,Turbosina,1747270,519
CME,Ciudad Del Carmen,Campeche,202101,Turbosina,1362085,397
CLQ,Colima,Colima,202101,Turbosina,293316,82
CPE,Campeche,Campeche,202101,Turbosina,426467,123
CTM,Chetumal,Quintana Roo,202101,Turbosina,364544,111
CUL,Culiacan,Sinaloa,202101,Turbosina,2877051,742
CUN,Cancun,Quintana Roo,202101,Turbosina,46740964,5985
CUU,Chihuahua,Chihuahua,202101,Turbosina,2343436,662
CVJ,Cuernavaca,Morelos,202101,Turbosina,53069,27
CVM,Ciudad Victoria,Tamaulipas,202101,Turbosina,108395,109
CZM,Cozumel,Quintana Roo,202101,Turbosina,659153,233
DGO,Durango,Durango,202101,Turbosina,782855,244
GDL,Guadalajara,Jalisco,202101,Turbosina,27655843,4090
GYM,Guaymas,Sonora,202101,Turbosina,46863,41
HMO,Hermosillo,Sonora,202101,Turbosina,2416264,868
HUX,Huatulco,Oaxaca,202101,Turbosina,762276,206
LAP,La Paz,Baja California Sur,202101,Turbosina,2600838,539
LMM,Los Mochis,Sinaloa,202101,Turbosina,695718,220
LTO,Loreto,Baja California Sur,202101,Turbosina,119103,77
LZC,Lazaro Cardenas,Michoacan,202101,Turbosina,24841,27
MAM,Matamoros,Tamaulipas,202101,Turbosina,112175,68
MEX,Mexico,Ciudad de Mexico,202101,Turbosina,92820591,11656
MID,Merida,Yucatan,202101,Turbosina,4194399,928
MLM,Morelia,Michoacan,202101,Turbosina,2994883,410
MTT,Minatitlan,Veracruz,202101,Turbosina,239540,127
MTY,Monterrey,Nuevo Leon,202101,Turbosina,8508951,2293
MXL,Mexicali,Baja California,202101,Turbosina,2101025,339
MZT,Mazatlan,Sinaloa,202101,Turbosina,1798347,561
NLD,Nuevo Laredo,Tamaulipas,202101,Turbosina,105528,56
NOG,Nogales,Sonora,202101,Turbosina,7833,10
OAX,Oaxaca,Oaxaca,202101,Turbosina,1626108,421
PAZ,Poza Rica,Veracruz,202101,Turbosina,14108,27
PBC,Puebla,Puebla,202101,Turbosina,1397858,262
PCA,Pachuca,Hidalgo,202101,Turbosina,19624,22
PPE,Puerto Penasco,Sonora,202101,Turbosina,20810,22
PQM,Palenque,Chiapas,202101,Turbosina,949,2
PVR,Puerto Vallarta,Jalisco,202101,Turbosina,5854492,1294
PXM,Puerto Escondido,Oaxaca,202101,Turbosina,271421,214
QRO,Queretaro,Queretaro,202101,Turbosina,5185082,1170
REX,Reynosa,Tamaulipas,202101,Turbosina,339544,153
SJD,San Jose Del Cabo,Baja California Sur,202101,Turbosina,9074885,2207
SLP,San Luis Potosi,San Luis Potosi,202101,Turbosina,1257439,474
TAM,Tampico,Tamaulipas,202101,Turbosina,625909,341
TAP,Tapachula,Chiapas,202101,Turbosina,1005385,201
TCN,Tehuacan,Puebla,202101,Turbosina,7801,12
TGZ,Tuxtla Gutierrez,Chiapas,202101,Turbosina,1929945,422
TIJ,Tijuana,Baja California,202101,Turbosina,17904454,2702
TLC,Toluca,Estado De Mexico,202101,Turbosina,5030190,1481
TSL,Tamuin,San Luis Potosi,202101,Turbosina,11910,13
TPQ,Tepic,Nayarit,202101,Turbosina,346860,88
TRC,Torreon,Coahuila,202101,Turbosina,840675,349
UPN,Uruapan,Michoacan,202101,Turbosina,508269,80
VER,Veracruz,Veracruz,202101,Turbosina,1138923,484
VSA,Villahermosa,Tabasco,202101,Turbosina,1820726,524
ZCL,Zacatecas,Zacatecas,202101,Turbosina,732248,179
ZIH,Zihuatanejo,Guerrero,202101,Turbosina,873983,299
ZLO,Manzanillo,Colima,202101,Turbosina,387652,156
IZT,Ixtepec,Oaxaca,202101,Turbosina,22132,22
ACA,Acapulco,Guerrero,202101,Gasavion,28965,370
AGU,Aguascalientes,Aguascalientes,202101,Gasavion,6795,44
BJX,El Bajio,Guanajuato,202101,Gasavion,16037,62
CEN,Ciudad Obregon,Sonora,202101,Gasavion,113255,187
CJS,Ciudad Juarez,Chihuahua,202101,Gasavion,11714,66
CME,Ciudad Del Carmen,Campeche,202101,Gasavion,1004,6
CLQ,Colima,Colima,202101,Gasavion,119440,72
CPE,Campeche,Campeche,202101,Gasavion,4808,79
CTM,Chetumal,Quintana Roo,202101,Gasavion,1707,14
CUL,Culiacan,Sinaloa,202101,Gasavion,222259,600
CUN,Cancun,Quintana Roo,202101,Gasavion,20524,160
CUU,Chihuahua,Chihuahua,202101,Gasavion,88751,271
CVJ,Cuernavaca,Morelos,202101,Gasavion,27744,343
CVM,Ciudad Victoria,Tamaulipas,202101,Gasavion,10054,46
CZM,Cozumel,Quintana Roo,202101,Gasavion,17942,115
DGO,Durango,Durango,202101,Gasavion,38923,219
GDL,Guadalajara,Jalisco,202101,Gasavion,88556,486
GYM,Guaymas,Sonora,202101,Gasavion,10725,59
HMO,Hermosillo,Sonora,202101,Gasavion,83996,347
HUX,Huatulco,Oaxaca,202101,Gasavion,3419,19
LAP,La Paz,Baja California Sur,202101,Gasavion,18587,60
LMM,Los Mochis,Sinaloa,202101,Gasavion,208263,259
LTO,Loreto,Baja California Sur,202101,Gasavion,13669,55
LZC,Lazaro Cardenas,Michoacan,202101,Gasavion,490,3
MAM,Matamoros,Tamaulipas,202101,Gasavion,103489,13
MEX,Mexico,Ciudad de Mexico,202101,Gasavion,0,0
MID,Merida,Yucatan,202101,Gasavion,15386,39
MLM,Morelia,Michoacan,202101,Gasavion,5779,43
MTT,Minatitlan,Veracruz,202101,Gasavion,832,7
MTY,Monterrey,Nuevo Leon,202101,Gasavion,0,0
MXL,Mexicali,Baja California,202101,Gasavion,37902,54
MZT,Mazatlan,Sinaloa,202101,Gasavion,201795,115
NLD,Nuevo Laredo,Tamaulipas,202101,Gasavion,2382,12
NOG,Nogales,Sonora,202101,Gasavion,7226,33
OAX,Oaxaca,Oaxaca,202101,Gasavion,10002,80
PAZ,Poza Rica,Veracruz,202101,Gasavion,456,3
PBC,Puebla,Puebla,202101,Gasavion,15420,112
PCA,Pachuca,Hidalgo,202101,Gasavion,4286,26
PPE,Puerto Penasco,Sonora,202101,Gasavion,9483,44
PQM,Palenque,Chiapas,202101,Gasavion,0,0
PVR,Puerto Vallarta,Jalisco,202101,Gasavion,25526,104
PXM,Puerto Escondido,Oaxaca,202101,Gasavion,6649,45
QRO,Queretaro,Queretaro,202101,Gasavion,42114,307
REX,Reynosa,Tamaulipas,202101,Gasavion,6498,35
SJD,San Jose Del Cabo,Baja California Sur,202101,Gasavion,10535,29
SLP,San Luis Potosi,San Luis Potosi,202101,Gasavion,9771,54
TAM,Tampico,Tamaulipas,202101,Gasavion,22388,90
TAP,Tapachula,Chiapas,202101,Gasavion,171150,177
TCN,Tehuacan,Puebla,202101,Gasavion,1736,14
TGZ,Tuxtla Gutierrez,Chiapas,202101,Gasavion,11994,51
TIJ,Tijuana,Baja California,202101,Gasavion,53690,123
TLC,Toluca,Estado De Mexico,202101,Gasavion,18396,149
TSL,Tamuin,San Luis Potosi,202101,Gasavion,877,6
TPQ,Tepic,Nayarit,202101,Gasavion,21878,105
TRC,Torreon,Coahuila,202101,Gasavion,7958,49
UPN,Uruapan,Michoacan,202101,Gasavion,20099,49
VER,Veracruz,Veracruz,202101,Gasavion,16114,44
VSA,Villahermosa,Tabasco,202101,Gasavion,62446,33
ZCL,Zacatecas,Zacatecas,202101,Gasavion,2908,14
ZIH,Zihuatanejo,Guerrero,202101,Gasavion,8759,56
ZLO,Manzanillo,Colima,202101,Gasavion,49126,31
IZT,Ixtepec,Oaxaca,202101,Gasavion,0,0
ACA,Acapulco,Guerrero,202102,Turbosina,793362,321
AGU,Aguascalientes,Aguascalientes,202102,Turbosina,810154,275
BJX,El Bajio,Guanajuato,202102,Turbosina,2730254,643
CEN,Ciudad Obregon,Sonora,202102,Turbosina,328319,153
CJS,Ciudad Juarez,Chihuahua,202102,Turbosina,1374500,364
CME,Ciudad Del Carmen,Campeche,202102,Turbosina,1371029,399
CLQ,Colima,Colima,202102,Turbosina,260393,76
CPE,Campeche,Campeche,202102,Turbosina,233438,70
CTM,Chetumal,Quintana Roo,202102,Turbosina,352040,105
CUL,Culiacan,Sinaloa,202102,Turbosina,2078066,614
CUN,Cancun,Quintana Roo,202102,Turbosina,39387446,4911
CUU,Chihuahua,Chihuahua,202102,Turbosina,1896440,616
CVJ,Cuernavaca,Morelos,202102,Turbosina,107519,89
CVM,Ciudad Victoria,Tamaulipas,202102,Turbosina,89432,106
CZM,Cozumel,Quintana Roo,202102,Turbosina,635352,202
DGO,Durango,Durango,202102,Turbosina,350395,204
GDL,Guadalajara,Jalisco,202102,Turbosina,21795222,3143
GYM,Guaymas,Sonora,202102,Turbosina,33513,30
HMO,Hermosillo,Sonora,202102,Turbosina,2079691,729
HUX,Huatulco,Oaxaca,202102,Turbosina,293088,132
LAP,La Paz,Baja California Sur,202102,Turbosina,1567987,428
LMM,Los Mochis,Sinaloa,202102,Turbosina,334185,147
LTO,Loreto,Baja California Sur,202102,Turbosina,77267,60
LZC,Lazaro Cardenas,Michoacan,202102,Turbosina,34607,34
MAM,Matamoros,Tamaulipas,202102,Turbosina,57188,60
MEX,Mexico,Ciudad de Mexico,202102,Turbosina,77753928,9014
MID,Merida,Yucatan,202102,Turbosina,3054231,737
MLM,Morelia,Michoacan,202102,Turbosina,2115901,292
MTT,Minatitlan,Veracruz,202102,Turbosina,170343,85
MTY,Monterrey,Nuevo Leon,202102,Turbosina,7177400,1928
MXL,Mexicali,Baja California,202102,Turbosina,1459089,266
MZT,Mazatlan,Sinaloa,202102,Turbosina,1314549,481
NLD,Nuevo Laredo,Tamaulipas,202102,Turbosina,50980,39
NOG,Nogales,Sonora,202102,Turbosina,8408,13
OAX,Oaxaca,Oaxaca,202102,Turbosina,1003110,329
PAZ,Poza Rica,Veracruz,202102,Turbosina,10741,16
PBC,Puebla,Puebla,202102,Turbosina,1146859,217
PCA,Pachuca,Hidalgo,202102,Turbosina,16973,29
PPE,Puerto Penasco,Sonora,202102,Turbosina,14198,16
PQM,Palenque,Chiapas,202102,Turbosina,2198,3
PVR,Puerto Vallarta,Jalisco,202102,Turbosina,4544245,979
PXM,Puerto Escondido,Oaxaca,202102,Turbosina,187104,149
QRO,Queretaro,Queretaro,202102,Turbosina,4619794,1032
REX,Reynosa,Tamaulipas,202102,Turbosina,236606,127
SJD,San Jose Del Cabo,Baja California Sur,202102,Turbosina,8433231,1805
SLP,San Luis Potosi,San Luis Potosi,202102,Turbosina,1031307,403
TAM,Tampico,Tamaulipas,202102,Turbosina,499195,311
TAP,Tapachula,Chiapas,202102,Turbosina,743516,153
TCN,Tehuacan,Puebla,202102,Turbosina,12015,11
TGZ,Tuxtla Gutierrez,Chiapas,202102,Turbosina,1446743,345
TIJ,Tijuana,Baja California,202102,Turbosina,14378843,2125
TLC,Toluca,Estado De Mexico,202102,Turbosina,4736720,1347
TSL,Tamuin,San Luis Potosi,202102,Turbosina,18649,26
TPQ,Tepic,Nayarit,202102,Turbosina,321300,69
TRC,Torreon,Coahuila,202102,Turbosina,486679,292
UPN,Uruapan,Michoacan,202102,Turbosina,393013,74
VER,Veracruz,Veracruz,202102,Turbosina,928605,447
VSA,Villahermosa,Tabasco,202102,Turbosina,1545402,504
ZCL,Zacatecas,Zacatecas,202102,Turbosina,435568,142
ZIH,Zihuatanejo,Guerrero,202102,Turbosina,545121,211
ZLO,Manzanillo,Colima,202102,Turbosina,305484,117
IZT,Ixtepec,Oaxaca,202102,Turbosina,27185,25
ACA,Acapulco,Guerrero,202102,Gasavion,26391,400
AGU,Aguascalientes,Aguascalientes,202102,Gasavion,7853,49
BJX,El Bajio,Guanajuato,202102,Gasavion,19987,84
CEN,Ciudad Obregon,Sonora,202102,Gasavion,200647,276
CJS,Ciudad Juarez,Chihuahua,202102,Gasavion,8120,54
CME,Ciudad Del Carmen,Campeche,202102,Gasavion,424,3
CLQ,Colima,Colima,202102,Gasavion,82908,72
CPE,Campeche,Campeche,202102,Gasavion,3907,64
CTM,Chetumal,Quintana Roo,202102,Gasavion,1077,8
CUL,Culiacan,Sinaloa,202102,Gasavion,194573,562
CUN,Cancun,Quintana Roo,202102,Gasavion,15813,119
CUU,Chihuahua,Chihuahua,202102,Gasavion,95254,260
CVJ,Cuernavaca,Morelos,202102,Gasavion,38070,465
CVM,Ciudad Victoria,Tamaulipas,202102,Gasavion,12490,44
CZM,Cozumel,Quintana Roo,202102,Gasavion,15150,92
DGO,Durango,Durango,202102,Gasavion,38822,230
GDL,Guadalajara,Jalisco,202102,Gasavion,58242,553
GYM,Guaymas,Sonora,202102,Gasavion,14898,58
HMO,Hermosillo,Sonora,202102,Gasavion,96105,409
HUX,Huatulco,Oaxaca,202102,Gasavion,5505,33
LAP,La Paz,Baja California Sur,202102,Gasavion,33173,83
LMM,Los Mochis,Sinaloa,202102,Gasavion,152715,237
LTO,Loreto,Baja California Sur,202102,Gasavion,11906,49
LZC,Lazaro Cardenas,Michoacan,202102,Gasavion,635,5
MAM,Matamoros,Tamaulipas,202102,Gasavion,90344,10
MEX,Mexico,Ciudad de Mexico,202102,Gasavion,0,0
MID,Merida,Yucatan,202102,Gasavion,19326,47
MLM,Morelia,Michoacan,202102,Gasavion,6975,45
MTT,Minatitlan,Veracruz,202102,Gasavion,1105,11
